content,label
"Why? 
Why do you waste your time on this shit? Get a life!",1
"What really happened at Augusta High School after Chris Woods death? What the f*ck is that! Sh*t! I'm dying in this country @$$ f*cked up town! Bugs flying in my mouth, I can't see, pollen, let's get the f*ck out of this country @$$ f*cked up sh*t!",1
This user did not participate in talk and is potentially your sock puppet.,0
"What is this comunist shit on continuation war? 

Your RV has nothing to do whit   actuall events and is only i line with your political agenda! Be a shaME!",0
Yeah thats a really good way to get a life! Fucking fag!,1
"I wanna edit 

I wanna edit without making a username like you losers. GIVE ME MY RIGHTS!!!!!",1
"yo bro 

i'd understand that you 24 hour banned me if you could explain why.

 fuck you 
you're a fag",0
"stop with the warnings ill just be back lol lol lol lol lol lol u started it 

sssss",0
"""

 You were kicked out of land you stole. 

To be honest you sound like a right little shit. You claim to be an atheist but a """"Zionist"""" at the same time: when zionism has its very meaning IN the religion, see the contradiction? You also claim to be a humanist - bullshit, you are nothing of the sort. You and Palestinian extremists deserve each other, go whipe each other out for the sake of everyone else you bigoted imperialist shit.""",0
"Yogscast  

I see u r a yogscast dick rider. F.Y.I it's not vandalism if it's true moron. So quit following me.",1
"LOTHAR VON TROTHA
GOOD RIDDANCE TO HIM, HE KILLED SO MANY INNOCENT HEREROS. HE DIED FROM TYPHOID FEVER IN PAIN, CAUGHT IT FROM POISONED FOOD, DRINK!!!
MORE INFO IS AVAILABLE HERE: mywikibiz.com/Lothar_von_Trotha",0
sarah palin is an ass kissing mother fucking loser with a melon in her hair. she sucks eggs that are from her brain-yuck stupid!- she is a bitch there i said it she is a sucker with a big bitch thing and a bitchy attitude about life. she is horribly radical with religion she is a fucker stupid idiot with fucking shit in here face,1
I'm gonna fuck you up sand niger!,1
"fuck you honkey, why you hatin' on blacks? You fucking pussy geek nazi, I'll come to your house and rape your mom because I've got a big black dick in her tight white ass, honkey",1
""" If what I did was """"harassment or personal attacks,"""" then all administrators who place indefblock templates on indefinitely blocked users' pages should be blocked forever also for personal attacks or harassment like I was.""",0
"I couldn't give two shits faggot, fuck off.",1
"Trollop 

Go and fuck the same cross you fucked up faggot !!!!!!! And while you ar eat it, chop your dick off youhave no use for  it.",0
"Fucking Argie Loving Wanker 

Your a fucking Argie loving wank then !

The Falklands are British and always will be.

Cock",1
"See the changes first, you piece of shit and don't meddle into things that don't concern you. All of the templates were placed to provoke. We don't need a citation to prove that Twelvers are the majority current in Shia Islam just as we don't need a citation to prove that the pope is the head of the Roman Catholic Church. We also don't need a reference to prove that Iran is a Shi'a country. This is a fucking widely known fact. Also, unless you didn't notice, a very large paragraph about Ismaili beliefs does not belong in the article. So, please, let me do my job and fuck off.",1
"""
 You're enabling a group of editors whose entire purpose here is to propagandize for their ethnonationalist cause and spread derision on the enemy. The serious failure is to allow the warping of wikipedia articles over a period of years, not my refusal to adopt a warped and frankly childish internal Wikipedia values system. I know this beyond your understanding. Those fellows will be delighted  maybe they'll return the article to the staet it started and the lede said the article was evidence of the """"debasement of the Arab mind."""" . I pity you. I really do. So it goes, so it goes.  """,0
"""
What, rhetorical questions? Now you're just being pedantic.  –   """,0
STOP DELETING MY ADDITION TO THE NORFOLKLINE PAGE YOU FRIGGING DO GOODER.,0
"Is this the same loser that got booted off of the reality show 'America's Got Talent' for doing nothing but bouncing around half naked screeching a violin and moaning in a terrible falsetto??  If it is, the article should mention that.  Millions saw that while only a handful saw the 'Academy Award winning documentary' *snicker* for God's sake.65.69.81.2",0
I saw her for the first time on the Daily Show last week.  Oh my freaking god..that woman is fucking HOT!!!!,0
wow.. just deleting my comments.. Great job on the free speech there Adolf,0
"Can I insert my big dick into your vagina? 

It will make you feel good.",0
"Kumara Rao Idiot-

Read this 

http://en.wikipedia.org/wiki/Nannayya",1
I can't clean your shit,0
"""

 Stop lying about my edits 

My good faith removal of clearly inappropriate categories is not """"disruptive"""" and the only reason you're calling them that is to excuse your own disruptive flouting of an editing consensus that has been in place for years. Shame on you.   """,0
And your a dick sucker dabomb you want a big juicy jizzBOMB in your mouth.,1
"Because of your censorship and abuse of oversight, I will kill you 

I'm going to come all the way over to New Orleans and blow up your house, you piece of shit.
86.134.181.35",1
"eat shit, fucko 

suck my asshole, then die, horribly
I hope you get cancer",1
Fuck you people are dumb.... Facebook IS a public domain and the picture is not fucking copyrighted. Get that through your fucking thick skull.,1
"So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than i realized i need to be banned. So I was all like  who farted, than",0
"GO SUCK A DICK YOU BITCH, YOU CANT SOTP ME CUNT BAG",1
"\
WOAAAA LOOK THE FUCK OUT! WE HAVE A FUCKIN KEYBOARD WARRIOR HERE! Seriously, fuck off with your melodramatic bullshit, mate; and go outside and get some fucking fresh air. You are obviously not an Admin, so stop acting as though you fucking are, dickhead.",1
Baseball Bugs is an rude fucking tool. I guess you are buddies with him?,0
I believe that you don't have a fucking clue what you're talking about.  Fatuorum,0
"""

 Why 

Why are you so stupid? ARKJEDI10  """,1
"Queers

Get back in the closet you miserable fags. When was the last time you met a Queer who A. you could trust and B. who was really happy? remeber Aids cures queers....",0
"Samantha555, in case you haven't noticed, this power-mad user pulls this nonsense a lot",0
"Dick 

Hey, dick.

Why don't you go read the Aqua Teen Hunger Force wiki page for Marines episode and see where it actually says jigsaw. I say that would constitue in other media references, wouldn't you?

Probably not, because it seems all of you wiki monitors are fucking cock sucking assholes who don't understand what the fuck is going on half the time.

Seriously, you're a dick. Did you even read what I wrote, or did you just automatically delete it because you're a cock?

Fuck you to death.",1
"CHECK YO SELF FOOL 

Dude you best check yo self! Or I will check yo self for you. Stop ruining the truth!",0
"hello 
eat shit and die you cunt",1
"YOU NASTY A Bear is Satanic Creature that is a Godless Killing Machine that steals are Pic-A-nic Baskets and are honey jars. 

Hey you fool, I was stating a fucking truth, stephen Colbert does state that 'A Bear is Satanic Creature that is a Godless Killing Machine that steals are Pic-A-nic Baskets and are honey jars.' You can go check his myspace blog if you dont believe me, bitch. http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID;=69366862&blogID;=153163814&MyToken;=a9b1bd03-2871-4cc6-a4e9-27811447e751

Copy and paste it into your browser. I HATE YOU>. LOOK WHAT YOU'VE DONE. Your wikiality saddens me. Bitch.",1
"LOL, I got blocked by a bunch of sorry pedophiles on power trips.  Like I fucking care.",0
I'm not defending anything to you . Your biased and a vandal. Stop taking down my dispute or be banned.,0
"And why the fuck should i care? 

g e t  r i d  o f  a l l  i  d i d  p l e a s e  j a ck a s s",1
"First of all, what the fuck does homosexuality have to do with anything?  Are you seriously that homophobic?  Ejaculation appeals to women too, but you don't mention women, that was highly fucking bizarre.  Secondly, Wikipedia is not censored, and shouldn't be.  If your school cannot realize that Wiki serves as an encyclopedia (of sorts) on the web, then that's too bad.  I'm sure if you added some pictures that served as a purpose, and backed them up, there would be no problem.  And I highly doubt you've done such things; it just seems like you came here to rant about gay people, and THEN make it seem like it all went together. 71.59.189.46",1
"""

 """"Those giant lists"""" 

Why do you even care!? What inspires you to check something you're not a fan of. Do you have more interesting articles you can be dedicated too, instead of stuff crap up for other people. Do you?  """,0
"Well fuck you too then asshole 

Be a dick.",1
"Let's get to fuckin big daddy ==
Man I love stickin shit in my asshole. Why don't you get on over here and show me some sugar ass fuck. Yeah baby. Smother it on me like hot sauce and then bang me baby bang me.

==",0
Verdy_p is a brainless mongoloid with an arrogance stick up his rear end.,1
"Don't call me a knob, you wanker.",1
"Jaycie
It's not as simple as you put it man! It's not just about some trying to get a reputation! She already is known out there, and read the more detailed one for what I'm trying to get across! FFS! No-one is right deleting it, fuckin' fools!
MAZITO - Tuesday, 26 December, 2006; 02:20 (GMT)",1
He deserved it.  Go suck one.,1
"ENGLISH INJUSTICE 

this is all bullshit how come every country is one that has for hundreds of years been opressed and raped by england they every bloody reason to not like english people. you can't invade a country e.g argetinia on false pretences and expect people to like you, fuck britian.",1
truly a “Tyranny of the Ignorant”.,0
"ha ha, little racist protector can't deal with being called on his lies, what a surprise, same old racist bullshit",0
"""
Are you insane calling those sources illiterate ?  who the hell are YOU ?  And don't put words in Hilbert's mouth, Hilbert called it """"meine theorie"""" quote unquote ! You are 100% incompetent ! a loser you are !!  The published record shows Einstein was a complete fraud, and no one, not you or anyone else, can change that published record. 173.169.90.98  """,0
"A little song 

Fucky fucky fucky fuck
Fucky fucky fucky fuck
Fucky fucky fucky fucky fucky fuck
Fucky fucky fucky fuck
Fucky fucky fucky fuck
Fucky fucky fucky fucky fucky fuck
Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck
Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck Fuck
Fucky fucky fucky fuck
Fucky fucky fucky fuck
Fucky fucky fucky fucky fucky fuck
Fucky fucky fucky fuck
Fucky fucky fucky fuck
Fucky fucky fucky fucky fucky fuck",0
OK SERIOUSLY WHAT THE HELL DID I DO NOW?,0
"Fat mess 

Everyone dispises you.",1
"Yup! Of course I'm blocked! Because you bot assholes can't take the fact that you have no lives. You spend every minute of your life editing WP, and for what?! Organization? More like ORDER.",0
Some idiot used this IP address 2 years ago and vandalized wikipedia.,0
"do not encourage that idiot Sector001  

i am who i say i am. he keeps rewriting the truth. he is a jerk and it is ridiculous that he would try to be such a cop. would both of you leave my words and experiences alone, please?",1
My name is not Jason. You are one paranoid person. Wiki4Christ is much bigger than him.,0
"""
 Do you have a reference that I can look at? worm """,0
I'm trying to start an article on a fairly well-known independent band on the Toronto scene. This is perfectly valid wikipedia material so don't be a jackass and delete it.,0
I have asked this dog on several occasions not to leave trash on my talk page.  Matt Sanchez,0
"I guess me and my family will die thanks to Barack Obama =
I guess me and my family will die thanks to Barack's terrorist plan.",0
"STOP 
STOP DELETING MY COMMENTS U COWARD.",1
"I'll kill you!!!! (*GUNSHOTS*) There, You are dead. 2602:252:D2D:4170:DEA:9F7B:2752:4C92",0
"""

 Dear soldier of the Wikipedia neo-nazi/communist dictatorship 
What the hell are you tlaking about. I did not re-creat any article about the formal Australian Worker's Party formaly known as the New Communist Party of Australia. I think you are high on the lies told by storm front. You the hell listens to storm front. Oh my god Wikipedia is becomeing a dumping ground for neo-nazis and altra lefties. Since I am the voice of reason. I just have to say one thing. Pleas read my reply to storm front. Here it is - Okay okay. Lats just get the fatcs right. This is what some nazi said on storm front
"""" Peter Watson (of Warwick, Qld.) has claimed to represent all sorts of groups, and - in forums - likes to pretend he is several people at the same time. He has a habit of claiming to be the President of organisations he has made up on the internet. He says he is 14 (or 16) years old.""""

Answere:- No I have not supported lotsd of groups. I have only supported the CPW , AWP (formally known as the NCPA). I was never a member of the People's Think Tank Association plus the PTTA never had a president. Plus I have only ever been one person. And that person is Peter Watson. This nazi must have a lot of time on his hands to look for information on me. So I can only come up with only one conclusion and that is simply that this man has no social or sex life. So I can only say on thing """"go get a life man and get a women"""".

Peter was President of the """"People's Think Tank Association"""" based in Warwick, which he says """"split from the Communist Party of Australia just recently and they publish the Caller""""

Answere:- I was never the president of the PTTA. The PTTA was never ever created. The Caller was a fake news paper. As fare as I know it was only ever printed once by some nazi. Since the PTTA was never realy so how cna it split from the CPA. So many questions and not enough answeres. The man just doesn't have a life.

Peter was """"President of the New Communist Party of Australia"""" and """"Chairman of the Central Committee"""" (this is in his Communist International News)

Answere:- I was the president but not the had of the NCPA. I was the chairman of the central commitee. But as you might know the NCPA and the AWP are the same group. The AWP change its name to NCPA but change it's name back soon after remember you stupid nazi.

Peter was """"President of the Communist Party of Warwick""""

Answere:- Only for a short number of times in the hsitory fot he party that I was the presidnet of it.

Peter also says: """"the New Communist Party of Australia (NCPA) , The People Think Tank Association (PTTA) and the Communist Socialist Workers Front (CSWF) did dissolve and absorbed into the Australia First Party (AFP)"""".

Answere:- The Communist Socialist Worker's Front never ever was created and never was real. It just goes to show that nazis just makes things up to help them selvs. The PTTA was never real. If you are aksing why I made the CSWF and the PTTA up well it was just for fun.

Peter has also set up the """"Australian Worker's Party""""

Answere:- This nazi (FairDinkum) is a idiot. I have said this many times that it was started in april was a split from the CPW that changed it's name to NCPA than change it's name back to AWP when it was kicked out fo the AFP. Not only are nazis stupid like FairDinkum but they also don't listen.

I am a Communist and believe in Marxist-Leninism. I am not retarted. Plus I am not troubled person or retarted. I have never said in my life that I was the king of the Communists or the Nazis. Once more the nazis made some thing up to make them selvs look better and sound better than other people.""",1
"thanks a lot jackass 

If you had a life and weren't an over wieght 45 year old uniployed virgin i would be pist at you.  Get a life shit head.",1
"Stay out of my business 

Go ahead, keep it up shithead, I'll kick your ass to!!!",1
", more like gayfagonaplane",0
"""

Yo. What in heaven's name is your problem with Rm994? He's just trying to explain to you how to properly edit a page on WP. Instead, you practically """"spit"""" in the guy's face. So, in response to your actions, I will """"spit"""" in your face and then you can tell me how it feels afterwards because you deserve it you motherfucker!!!! DO NOT BUG Rm994 EVER AGAIN, YOU HEAR ME YOU SOB? HabsMTL""",1
"Shalom 

Semite, get the fuck out of here. I will kill you, you son of a bitch if you don't leave wikipedia. If you tell anyone I said this to you, I will rape your jew family. Choke on a bagel, you faggoty hymie cock sucker. You better fucking die, before I hunt you down and piss on your face. If you get me blocked for this, I will find you and shoot you, I just want your jew fucking self gone, you dumb motherfucking piece of shit g-d damn jew. Die! Shalom. We Came In?",1
"whata load of  CRAP  from  Barek...  leave it  out then..      and have the wiki  be  INCOMPLETE     I am NOT trying to  SELF promote.   you   goof.     I am trying to set the record STRAIGHT   in  SPITE  of  your  goofy   butt.   and  some dude  in  greece..  that you ALWAYS  leave  IN..  you goof.    do your  HOMEWORK    you   goofy   schoolkid.    NO self  promotion.     I am who I am   with or with out YOU  or the wiki     or the greek gator,   BUT       he is  WRONG.  and  I am  correct....your just too stupid to realize it.   do your homework.  goofball.   leave the history section  OUT.  suits me  FINE.     I  LIKE it incomplete..  at least its  NOT  WRONG....like  you ALLOWED  before      I had to change it    AGAIN.       jerk.",1
"hangin with mr. v 

the hot buttstud",0
"""

hey warrens, fuck you too. """"Uncivil manner, means me trying to elaborate on my arguments and getting  revert on revert that's what uncivil means. So yeah your a big winner champ and won't get banned. Asshole. 

Since the vista article contains information about the anti trust situation which, since it seems some people here have got a mouthful of gate's balls, is mislabelled anti trust controversy. Not really a controversy though is it when a court elected by over two hundred million people issues a decision, it'a court ruling, like it or not there's no controversy too that. Otherwise we should renaim the ted bundy trial, to the tend bundy controversy, since any court ruling merits this label. 

Since there's a section on anti trust laws and vista, it's worth noting the recent news that microsoft are going to be paying a hefty daily fine for completely ignoring the court's injuction. And this does have bearing on vista. You can't quote the m.s. pr saying we don't know what they want us to do, it's all questions, or whatever else he mentioned, without an adjunct sentence, of the head official regulating the anti trust actions quoting him too saying that our injuctions are crystal clear yet ms has ignored them for over two years now. 

But of course this has no bearing if this article is supposed to be a showcase for vista.

So like i said, if some fuckers had gone into the trouble of actually discussing any of that instead of reverted every single edit in a hitleric fashion, things would be different.

But for now this stategy of being a hawk on an article I wish to keep in a certain way, and being completely uncivil and rude about it, merits from my part a roayl, fuck y's all, take your mouths off of gate's balls and then we can talk.
 """,1
"You need a life 

REALLY BAD.......................BITCH!",1
"Very short and very clear 

Slaves - to gas chambers.",0
"You don't know shit about what the fuck you're talking about. It's a real game. The cover is real. Sorry. You're wrong. Get the fuck over it, stalker. -",0
"""
""""Primary sources are generally not acceptable.""""  Bwa ha ha ha ha ha.  Seriously?  Are you completely stoned or drunk?  You are certainly not a researcher, historian or even a student to make such a ridiculous and derelict statement.  Indeed, you expose yourself to ridicule, scorn, and certainly to the laughter of ANY serious student, writer, and certainly to the Titanic community.  We will start with my personal Facebook page, and go from there.  Too bad for you that you can't delete your ill-advised and stupid remark.  And no doubt about it, it was stupid beyond any means of defense.""",0
"""

 WHAT?!?! 

""""damaging the hard work of others""""

I did nothing of the sort. Your user talk is open to anyone. i was just expressing my opinions.

Frickin idiot, gosh....""",1
your grammar is retarded two,1
"Flewis stop sprouting nonsense. 

U freaking bastard.",1
"fucking nigger 

Shut up your dirty nigga face. A im a mighty White Aryan Lord and you are my slave. Only Odin is over me.",1
"On the contrary, BRO, I did!  If you had continued reading instead of simply deleting that with offended you, you would have seen that I wrote about how the quote was followed by critisism and comedic attack.  How is this not explaining?!  HOW DOES THIS NOT MEET WIKIPEDIA STANDARDS?  HAHAHA!!  I'm really starting to get very amused at how fucking retarded you are!",1
""", 2 February 2006 (UTC)
Perhaps if you would quit removing comments from the Talk Page of WWE Undisputed Championship because you disagree with them?  You give false claims of """"vandalism,"""" yet there is none per Wikipedia definition. I only place the remarks back in that you delete.  In point of fact, YOUR removal of the comments is vandalism as Wikipedia defines the definition.  I do have a beef with you, yes. I admit it.  I dislike you. You're a douchebag.  But I am not """"attacking"""" you (as Curps has defined it) when I place the comments back in.  I am merely taking care of business in regards to that talk page.  Wikipedia user  has told you about this,  has even told you about this, but yet you continue to not listen to anyone.  This is not even an isolated incident  you have done this to rec.sport.pro-wrestling on at least five occassions. If you do not like me posting, or have a problem with what I place in, then either put it on the talk page of whatever account or IP I am using or stop whining and shut up. Your pathetic kindergarten-like tactics of running to Curps everytime I do something you don't like is just fucking sad.  20:28""",0
"-kelly this is yo momma speaking, please stop being a nerd.-",1
"Hi there! 

You wanna fuck my ass?",0
"""

 You must have a pathetic life 

If all you do is try to shut people up online. 

I mean, you do know you are a fucking loser right?

I'm sorry, stupid question, you are a democrap so of course you know you are a loser. All you fuckers can do is whine for government handouts, claim to be for """"freedom of speech"""" while acting like complete hypocrites.""",1
Delete my 200 articles Whhore,0
IT IS UNNATURAL FOR A MAN TO TAKE ANOTHER MAN'S COCK UP HIS ASS. FIND GOD! 131.247.244.191,0
"HEY CLOWN..YOUR MEAT PUPPET,  Really FUCKED THE DOG on this on   
Is  Goethean, your personal enforcer, must have check user for the follow editors.",1
"hey this guy is awesome, ya kill the muslims and all that, this bitch doesnt know what shes talking about, haha thats awesome, i wish i could have seen what you said",1
"""
My """"Vandalism"""" of the queer page
To be honest i think contributing gay jokes to the queer page is an appropriate think to do and i am highley didsaspointed you did not agree.
How do you know if your at a gay church?
Only half of the people praying are knealing!""",0
"Kid Eternity edits the article, but will he get banned? 

The professional racist and anti-union strike-opposer 'Kid Eternity' edits the article. If Captain Mainwaring and his trusty chimp Frigid Magnate aren't liars and hypocrites, they would ban that racist from their little website. Will they? They will and me arse...",0
"""I still cannot believe that there can be a controversy over our national anthem! This is absurd! What the hell happened? Freedom of speech, I am all for it. But this constant BITCHING and whining about political correctness has gone too far. You CANNOT change the Canadian national anthem because it is insulting """"immigrants"""". They're IMMIGRANTS, they CHOSE to come to Canada, and it should be that they should respect OUR traditions -though keeping their customs and traditions, I have nothing against multiculturalism-. We cannot bend over backwards for people who have done nothing for the country! It's like subjecting to bullying, it's not bloody right! And the usage of """"God"""" and """"son"""" means nothing! It's a traditional piece. I am an atheist, and an agnostic, yet I have no objection to prayer in my school's chapel, to singing Christian lyrics, because it pertains no meaning to me. Are not God, Jesus, Allah, Mohammed, Buddha, and ANY other religious deity supposed to all be working for the same cause? Should not they all be """"friends""""??? SO may I ask WHAT is the problem with the Canadian anthem? Allah, Jesus, Mohammed, Buddha and God are all manifestations of the SAME PERSON, THING, CAUSE, REASON! The Canadian anthem is traditional, and it seems to me almost a sacrilege (if you may excuse the poor choice of word, as it seems to contradict my whole speech!) to complain about it being sexist, or bigotry. This ties in with the controversy over the Queen. She is a testament to the tradition of Canada, to remove her would be to follow in the footsteps of the United States. We are not Yanks, we are members of the commonwealth. To get back on track, I state clearly, there is absolutely no logical, moral or respectful way that it can be stated to change the lyrics to a traditional song! A song is a song. You cannot opt to change the lyrics to a controversial popular song, like """"The Beatles""""! You just don't do it! So HOW should it be the same for the anthem? The anthem represents what Canada is. It was established as Christian, and though we gladly accept other cultures, we cannot change every damn thing to be politically correct for all the minorities out there. It's IMPOSSIBLE. Freedom of speech has become the opposite. Comedians can't make jokes about religion, sexuality, gender without being complained at, reprimanded at by minorities. Australia is a perfect example of how a country should be run. They say to immigrants: """"You make the choice to live here. That means you have to live with the way Australians live, Australian code, Australian traditions. Don't come here expecting us to change just for you."""" This is how a country should be. It seems unfair that we should change everything to be politically correct, just so that some bleeding heart out there can go to their bed -Oh, is that politically incorrect to the homeless? I'll change that to """"area of rest""""- and not grumble and whine, prepared to get up the next morning and petition to change all the lyrics of gospel music, or to remove all films that even mention a religious deity in a disrespectful manner. Please, I beg, I PRAY, (God forbid, heheheh) that we all come to our senses and realize """"Don't sweat the small stuff"""". Get on, toughen up, put your helmet on, keep on trucking. It's an imperfect world, you can't have your way all the time. If someone at high school insults you, you ignore it. You stay away from them. SO? Does that not apply to here? Please, chew on this rather large- and I do apologize for its length- paragraph.
64.180.211.200  

""",0
"Don't bother, this Admin don't give a damm... He's just wraped up in his power trip.... truth, or facts or reason be dammed,  only the relgion of jimbo and the coolaid is now relavent... wik=KAFKA=CATCH22=ANIMALFARM=1984 2+2=5  btw i'm joehazleton and I hate when others take credit for work I don't do...",0
"My Uncle Bob's Penis 

Can I write an article about it?  It was featured in National Geographic magazine.

Thanks,
Ben Dover",0
"puking wikipedia messages at me 

please do not vomit pre written messages at me. I am an individual and would like to be treated as such. Your message insulted me. I also am confused as often these messages do not directly address the issue. Also I am aware of the existance of sandbox and have been for some time.",0
"Bishonen: You are an extremely odious cunt. Why don't you go to the Indo-European languages page and see who made the disruptive edits in the first place? If you had an ounce of dignity and self-respect, you would have reverted that page to how it was before the disruptive edits were made. Instead, you blocked me while allowing other users to troll the page and make changes without establishing a consensus. I am fully convinced that you still hold a grudge against me for last year, considering the fact you took it upon yourself to block me without properly investigating what happened. What a cunt.",1
"Unban

Go to hell, Android79! I do not consider my edits vandalism!",0
Yes. Merry Christmas. You fucking idiot. 86.147.202.24,1
"\

i DONT GIVE A FUCK BECAUSE YOU REMOVE CORRECT FACTS AND PUT ONLY GREEK LIES.",0
"""

 UFC 191 
You say """"LMAO"""", you use emojis, and your username says 1999 for no apparent reason? Your not fooling anyone, you 15-year-old brat. Stop vandalizing articles with your BS. I don't care if you thought it was obvious, your opinion versus official sources means absolutely nothing. Hit the bricks.   """,0
"You can block and block and suck my cock but nothing can stop freedom of speech. In the end, America wins. We always do. Ask Saddam. My sockpuppet army is on the march.  02:13, 30 Mar 2005 (UTC)",1
"You sad cocksucker..stop editing my article otherwise I am going to report you and sue you!!!!!!!!!! am i not allowed to create my self as a way of motivating myself to step up..why the fuck would you edit my article from striker to stripper, and also Siziba to sizzler.. you're lucky i do not know who you are you racist cunt..im just being ambitious and yet you bullies edit my article to such a degrading extent..go fuck yourself and let me dream..",1
Are you morons high? Job For A Cowboy are death metal and they are one of the best death metal bands of the new millenium.,0
"Always Do Well To Stop A Citizen's Arrest? 

Hey, I absolutely refuse to edit articles.  I've left that duty to my betters.  Why don't you try to fix the problems that hamper good reading out of Wikipedia?  I come here often to learn something new.  I don't like being jerked around by anybody, whether those guilty of breaking all the rules, or you who wants to ignore it and shove a boot up my ass for complaining!  24.255.11.149",0
this  idiot called Kansas the arm taker is supported by foreign  government agencies .  a person like this has no place in wikipedia. racist groups should be in wikipedia,1
"Shut up 

Get out of my life, i'll do whatever i want bitch.",1
"Re 

Fuck off you piece of shit. Do yourself a favor and kill yourself. The world doesn't need anymore freaks.",1
"Article Quality
This article totally sucks!  Cali is a very significant town not only in Columbia, but due to it being a seat of the cocaine trade, is significant for the entire western hemisphere and Europe.  This article is a joke.",0
"This article is a vile, pathetic(not unlike the modern Chinese nation, mind you) attempt at history. Show the monster for what it(he) was- the man who created more damage than anyone else ever did to human history, culture, and beings!==

==",0
"Please note that your comments are not welcome if you're going to whine to me like a little girl or if you're going jump on my dick because of something I did or said, but if you're a wiseguy that does so anyways, I'm going to laugh my ass off at your faggieness and I'm not going to take your comment seriously.",1
"""==Vandalism Manifesto. Pass to all Wikians==

VANDALISM IS GOOD. Vandalism does not come from a sheer desire to cause harm.
Vandals do their thing all over Wiki, 24/7, from frustration and hatred, 
because incompetent """"editors"""" who have no skills, no degrees, no expertise, usually no names, have done multiple reverts and edits of the work of others.
Vandalism is a good and natural response to no-lifers (as in Get a Life) who 
do 7000 edits, 10,000 edits a year and who have actual Watch Lists of 1,300
or more and are proud of it. These jerks deserve have their own pages vandalized, over and over as long as they are in effect, vandalizing the pages of others in the name of being a cop. Vandals keep no-life editors, admins, 
bureaucrats and stewards honest, or at least busy, reverting the reverts they get on their own pages. VANDALISM IS GOOD. It helps drive these nutcases into the ground with nervous breakdowns. The Culture of Wikipedia is very,very sick,
and Vandals are needed to """"cull the herd"""". SUPPORT YOUR LOCAL VANDAL.

Vandal God""",0
